"YEAR","GEO","DGUID","Type of unit","UOM","COORDINATE","VALUE"
"2011","Saint-Georges, Quebec","2011S0504428","Two bedroom units","Dollars","59.3.3","486"
"2012","Saint-Georges, Quebec","2011S0504428","Two bedroom units","Dollars","59.3.3","488"
"2013","Saint-Georges, Quebec","2011S0504428","Two bedroom units","Dollars","59.3.3","490"
"2014","Saint-Georges, Quebec","2011S0504428","Two bedroom units","Dollars","59.3.3","500"
"2015","Saint-Georges, Quebec","2011S0504428","Two bedroom units","Dollars","59.3.3","506"
"2016","Saint-Georges, Quebec","2011S0504428","Two bedroom units","Dollars","59.3.3","516"
"2017","Saint-Georges, Quebec","2011S0504428","Two bedroom units","Dollars","59.3.3","532"
"2018","Saint-Georges, Quebec","2011S0504428","Two bedroom units","Dollars","59.3.3","544"
"2019","Saint-Georges, Quebec","2011S0504428","Two bedroom units","Dollars","59.3.3","560"
"2020","Saint-Georges, Quebec","2011S0504428","Two bedroom units","Dollars","59.3.3","582"
"2021","Saint-Georges, Quebec","2011S0504428","Two bedroom units","Dollars","59.3.3","593"
"2011","Saint-Georges, Quebec","2011S0504428","Three bedroom units","Dollars","59.3.4","499"
"2012","Saint-Georges, Quebec","2011S0504428","Three bedroom units","Dollars","59.3.4","492"
"2013","Saint-Georges, Quebec","2011S0504428","Three bedroom units","Dollars","59.3.4","486"
"2014","Saint-Georges, Quebec","2011S0504428","Three bedroom units","Dollars","59.3.4","499"
"2015","Saint-Georges, Quebec","2011S0504428","Three bedroom units","Dollars","59.3.4","520"
"2016","Saint-Georges, Quebec","2011S0504428","Three bedroom units","Dollars","59.3.4","545"
"2017","Saint-Georges, Quebec","2011S0504428","Three bedroom units","Dollars","59.3.4","540"
"2018","Saint-Georges, Quebec","2011S0504428","Three bedroom units","Dollars","59.3.4","562"
"2019","Saint-Georges, Quebec","2011S0504428","Three bedroom units","Dollars","59.3.4","591"
"2020","Saint-Georges, Quebec","2011S0504428","Three bedroom units","Dollars","59.3.4","584"
"2021","Saint-Georges, Quebec","2011S0504428","Three bedroom units","Dollars","59.3.4","643"
"2011","Saint-Georges, Quebec","2011S0504428","One bedroom units","Dollars","59.2.2",
"2012","Saint-Georges, Quebec","2011S0504428","One bedroom units","Dollars","59.2.2",
"2013","Saint-Georges, Quebec","2011S0504428","One bedroom units","Dollars","59.2.2",
"2014","Saint-Georges, Quebec","2011S0504428","One bedroom units","Dollars","59.2.2",
"2015","Saint-Georges, Quebec","2011S0504428","One bedroom units","Dollars","59.2.2",
"2016","Saint-Georges, Quebec","2011S0504428","One bedroom units","Dollars","59.2.2",
"2017","Saint-Georges, Quebec","2011S0504428","One bedroom units","Dollars","59.2.2",
"2018","Saint-Georges, Quebec","2011S0504428","One bedroom units","Dollars","59.2.2",
"2019","Saint-Georges, Quebec","2011S0504428","One bedroom units","Dollars","59.2.2",
"2020","Saint-Georges, Quebec","2011S0504428","One bedroom units","Dollars","59.2.2",
"2021","Saint-Georges, Quebec","2011S0504428","One bedroom units","Dollars","59.2.2",
"2011","Saint-Georges, Quebec","2011S0504428","Two bedroom units","Dollars","59.2.3","512"
"2012","Saint-Georges, Quebec","2011S0504428","Two bedroom units","Dollars","59.2.3","518"
"2013","Saint-Georges, Quebec","2011S0504428","Two bedroom units","Dollars","59.2.3","518"
"2014","Saint-Georges, Quebec","2011S0504428","Two bedroom units","Dollars","59.2.3",
"2015","Saint-Georges, Quebec","2011S0504428","Two bedroom units","Dollars","59.2.3",
"2016","Saint-Georges, Quebec","2011S0504428","Two bedroom units","Dollars","59.2.3",
"2017","Saint-Georges, Quebec","2011S0504428","Two bedroom units","Dollars","59.2.3",
"2018","Saint-Georges, Quebec","2011S0504428","Two bedroom units","Dollars","59.2.3",
"2019","Saint-Georges, Quebec","2011S0504428","Two bedroom units","Dollars","59.2.3",
"2020","Saint-Georges, Quebec","2011S0504428","Two bedroom units","Dollars","59.2.3",
"2021","Saint-Georges, Quebec","2011S0504428","Two bedroom units","Dollars","59.2.3",
"2011","Saint-Georges, Quebec","2011S0504428","Three bedroom units","Dollars","59.2.4",
"2012","Saint-Georges, Quebec","2011S0504428","Three bedroom units","Dollars","59.2.4",
"2013","Saint-Georges, Quebec","2011S0504428","Three bedroom units","Dollars","59.2.4",
"2014","Saint-Georges, Quebec","2011S0504428","Three bedroom units","Dollars","59.2.4",
"2015","Saint-Georges, Quebec","2011S0504428","Three bedroom units","Dollars","59.2.4",
"2016","Saint-Georges, Quebec","2011S0504428","Three bedroom units","Dollars","59.2.4",
"2017","Saint-Georges, Quebec","2011S0504428","Three bedroom units","Dollars","59.2.4",
"2018","Saint-Georges, Quebec","2011S0504428","Three bedroom units","Dollars","59.2.4",
"2019","Saint-Georges, Quebec","2011S0504428","Three bedroom units","Dollars","59.2.4",
"2020","Saint-Georges, Quebec","2011S0504428","Three bedroom units","Dollars","59.2.4",
"2021","Saint-Georges, Quebec","2011S0504428","Three bedroom units","Dollars","59.2.4",
"2011","Saint-Georges, Quebec","2011S0504428","One bedroom units","Dollars","59.1.2","399"
"2012","Saint-Georges, Quebec","2011S0504428","One bedroom units","Dollars","59.1.2","391"
"2013","Saint-Georges, Quebec","2011S0504428","One bedroom units","Dollars","59.1.2","390"
"2014","Saint-Georges, Quebec","2011S0504428","One bedroom units","Dollars","59.1.2","399"
"2015","Saint-Georges, Quebec","2011S0504428","One bedroom units","Dollars","59.1.2","406"
"2016","Saint-Georges, Quebec","2011S0504428","One bedroom units","Dollars","59.1.2","415"
"2017","Saint-Georges, Quebec","2011S0504428","One bedroom units","Dollars","59.1.2","416"
"2018","Saint-Georges, Quebec","2011S0504428","One bedroom units","Dollars","59.1.2","435"
"2019","Saint-Georges, Quebec","2011S0504428","One bedroom units","Dollars","59.1.2","446"
"2020","Saint-Georges, Quebec","2011S0504428","One bedroom units","Dollars","59.1.2","458"
"2021","Saint-Georges, Quebec","2011S0504428","One bedroom units","Dollars","59.1.2","475"
"2011","Saint-Georges, Quebec","2011S0504428","Two bedroom units","Dollars","59.1.3","486"
"2012","Saint-Georges, Quebec","2011S0504428","Two bedroom units","Dollars","59.1.3","488"
"2013","Saint-Georges, Quebec","2011S0504428","Two bedroom units","Dollars","59.1.3","490"
"2014","Saint-Georges, Quebec","2011S0504428","Two bedroom units","Dollars","59.1.3","500"
"2015","Saint-Georges, Quebec","2011S0504428","Two bedroom units","Dollars","59.1.3","506"
"2016","Saint-Georges, Quebec","2011S0504428","Two bedroom units","Dollars","59.1.3","515"
"2017","Saint-Georges, Quebec","2011S0504428","Two bedroom units","Dollars","59.1.3","532"
"2018","Saint-Georges, Quebec","2011S0504428","Two bedroom units","Dollars","59.1.3","544"
"2019","Saint-Georges, Quebec","2011S0504428","Two bedroom units","Dollars","59.1.3","560"
"2020","Saint-Georges, Quebec","2011S0504428","Two bedroom units","Dollars","59.1.3","582"
"2021","Saint-Georges, Quebec","2011S0504428","Two bedroom units","Dollars","59.1.3","593"
"2011","Saint-Georges, Quebec","2011S0504428","Three bedroom units","Dollars","59.1.4","497"
"2012","Saint-Georges, Quebec","2011S0504428","Three bedroom units","Dollars","59.1.4","489"
"2013","Saint-Georges, Quebec","2011S0504428","Three bedroom units","Dollars","59.1.4","483"
"2014","Saint-Georges, Quebec","2011S0504428","Three bedroom units","Dollars","59.1.4","496"
"2015","Saint-Georges, Quebec","2011S0504428","Three bedroom units","Dollars","59.1.4","517"
"2016","Saint-Georges, Quebec","2011S0504428","Three bedroom units","Dollars","59.1.4","541"
"2017","Saint-Georges, Quebec","2011S0504428","Three bedroom units","Dollars","59.1.4","538"
"2018","Saint-Georges, Quebec","2011S0504428","Three bedroom units","Dollars","59.1.4","560"
"2019","Saint-Georges, Quebec","2011S0504428","Three bedroom units","Dollars","59.1.4","589"
"2020","Saint-Georges, Quebec","2011S0504428","Three bedroom units","Dollars","59.1.4","582"
"2021","Saint-Georges, Quebec","2011S0504428","Three bedroom units","Dollars","59.1.4","642"
"2011","Saint-Jean-sur-Richelieu, Quebec","2011S0504459","One bedroom units","Dollars","61.3.2","497"
"2012","Saint-Jean-sur-Richelieu, Quebec","2011S0504459","One bedroom units","Dollars","61.3.2","481"
"2013","Saint-Jean-sur-Richelieu, Quebec","2011S0504459","One bedroom units","Dollars","61.3.2","594"
"2014","Saint-Jean-sur-Richelieu, Quebec","2011S0504459","One bedroom units","Dollars","61.3.2","503"
"2015","Saint-Jean-sur-Richelieu, Quebec","2011S0504459","One bedroom units","Dollars","61.3.2","521"
"2016","Saint-Jean-sur-Richelieu, Quebec","2011S0504459","One bedroom units","Dollars","61.3.2","539"
"2017","Saint-Jean-sur-Richelieu, Quebec","2011S0504459","One bedroom units","Dollars","61.3.2",
"2018","Saint-Jean-sur-Richelieu, Quebec","2011S0504459","One bedroom units","Dollars","61.3.2",
"2019","Saint-Jean-sur-Richelieu, Quebec","2011S0504459","One bedroom units","Dollars","61.3.2",
"2020","Saint-Jean-sur-Richelieu, Quebec","2011S0504459","One bedroom units","Dollars","61.3.2","0"
"2021","Saint-Jean-sur-Richelieu, Quebec","2011S0504459","One bedroom units","Dollars","61.3.2","0"
"2011","Saint-Jean-sur-Richelieu, Quebec","2011S0504459","Two bedroom units","Dollars","61.3.3","594"
"2012","Saint-Jean-sur-Richelieu, Quebec","2011S0504459","Two bedroom units","Dollars","61.3.3","611"
